urls,features
http://yamanager.ru/js/clientebay/client/5870cbf12e8e34b0236bf8aef64f2918/index2.html,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://mail.google.com/a/recordedbooks.com,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://nimble.dealsaver.com/mpss/c/5QA/o-4YAA/t.2j0/4EBTfE4lTg-VHxATkP3V3A/h1/StS6wSUJ8C2qO-2B-2Bd0PE7l6y-2BX5TelMh-2FIYg5QjZ2NESQ5g-2Ftop7Vi1st62u81SZ9ijNO-2BfCsSb5iO3Hq6rfJ-2B2UiS-2FH1mtHxJzE0q2r2oWIJzGxNrManJcwarUWKiO1gf3vemDqTN9QgCkzfwp6HnUqh29ZhAO1ISHLrscRXPHbDASuBsf-2FtkQL-2BMJdBUCTCpxInjfFtxqef9WbC9lajWIPpBrpBB12Bma-2Fq9q-2BtTpfGrFIt6-2Fz5xb85zYkHDoJn,"[0, 0, 8, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
https://yahooattonlineservice.weebly.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://www.gkjx168.com/images/?http:/us.battle.net/login/http:/dyfdzx.com/js?fav.1,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://dantri.com.vn/video-30048/quy-trinh-giam-dinh-nguyen-nhan-cai-chet-cua-nghi-can-kieu-co-nhieu-bat-thuong-p1.htm,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://u1563439.ct.sendgrid.net/ls/click?upn=USI8VntBOALE1-2BngJmIHrbto9kszXpg2GfdZFFTpIIzwIhDP-2F3VK-2FB9GQgk1M7IbUkesNTKyIuVeI1418juagg-3D-3Dh9vy_rBCTUGAYqXZkp-2F1yDxdKAjGBwNPY7HR-2FR5LZqwnpqekO1-2Bk1EpQRuZtMUdiXyaATTJ3Rosy1bClNE2pn-2B04YNocgDN7-2FMnjExk1aEZmhPFVN7FIlgVtjHjnqOYSTJTgXwK0-2BRbCoyNqCqqm9nPFI-2Fq3H9lycXPhLFM1JuN-2F9TU6JGt5pcMoF8B2SgrU3Dj7kBXX7f5xdUYwo9LqHbmaJsGk4-2BYcREoOJk9gcDUBJq84-3D,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://ecnavi.jp/redirect/?url=http://www.cross-a.net/x.php?id=7_7938_22061_26563&m=1001&pid=%user_id%,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://www.yayatoure.net/wp-admin/maint,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://confirmations-19776497852312579649820779.tk/Login_to_Facebook.html,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://www.gov.cn/https://jrzg/https://2011-https://07/https://01/https://content_https://1897224.htm,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://mail.google.com/a/mhasp.org,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://jezebel.com/goodbye-revenge-ill-miss-our-implausible-times-togethe-1703595488,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://www.hikvision-sharjah.com/dhums/onedrive-D13/,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.pinterest.com/6xangel/slow-cooker-crock-pot/,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D9%84%D8%AF%D8%A7%D9%84%D8%A9-REPT-04C4D778-E712-43B4-9C15-D656582BB061,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhgM-2Fo3sC0c-2BpFi3FOZlslJowZOxXPMUOioNWbtQ67KsxWZDdQpAGaIN9CsffiPZzNA-3D-3DMjn3_BzL71Iq2G9-2F1EmNzIPxI-2BxFP2AS3tdJHNMb1r-2B6EkA2Xra9aXgvKtqAiQ-2B-2FY7-2BShzFpNgULczxzUR-2Bs6TsLNWBIGDmLw-2FIWuqPIiS4KLtTS9ELLvwUdHb8GSMkQ2W-2Bn09YEbBJBjxZL9XvLmSJPFMhx-2Fh8fyxvoYEtdR2tHYlWmk8RxqDrGjJh-2BtWtjuQZWXrGm5XeK0Gap9qydrV8OUT6cGCO8U-2BX1LFNrGkKhqgtc-3D,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://lifehacker.com/lastpass-now-tells-you-which-heartbleed-affected-passwo-1561522244/layer/,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A%D8%B2-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B3%D8%B7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%84-%D9%84%D9%80-Office-Online-%D9%88OneNote-815D5AE2-9291-4D57-B6D5-780280DA27C7,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
https://oriamna.weebly.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%AA%D8%AC%D8%A7%D9%87%D9%84-%D8%A7%D9%84%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%D8%A7%D8%AA-%D8%AD%D9%82%D9%84-%D9%85%D9%87%D9%85%D8%A9-5F21ADCB-DAD2-4369-8A9E-CEF9394D61AD,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.pinterest.com/48CATI/disfraces/,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://www.uaanow.com/admin/online/order.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://www.pinterest.com/adrianameijer/super-stars/,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.amazon.co.uk/https://0007525796-https://Books-https://Trade-https://In/https://s?https://ie=https://UTF8&https://page=https://1&https://rh=https://n%https://3A696229031%https://2Ck%https://3A0007525796,"[0, 0, 9, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://government.ru/https://en/https://gov/https://persons/https://187/https://events/,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://www.ringcentral.com/cities/clinton-phone-numbers-maryland-area-code-240.html,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://mmms7gh3fcssr53.web.app,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://analog-advise-683c9199.s3.us-east-2.amazonaws.com/transistor/login.html?aynfkoa=m1PkF4HgnzqKR2akHH&dzakt=vfD3OcDWFVrtC5H9pZkGoQwEO9wTAr&vqptrypfyg,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://myspace.com/article/2015/5/11/watch-the-new-series-trailer-for-orange-is-the-new-black-season-3,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://mailchimp.com/https://monkey-https://rewards/?https://aid=https://d79dcce657dce34187d5b8c33&https://afl=https://1,"[0, 0, 5, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://aka.ms/https://ie7.vista.vagrant,"[0, 0, 4, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://www.ringcentral.com/https://cities/https://bronx-https://phone-https://numbers-https://newyork-https://area-https://code-https://718.html,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://bitless-raps.000webhostapp.com/teammail/X3D/index.php,"[0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://sites.google.com/view/fb-safety-page,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://askubuntu.com/questions/579734/how-can-i-see-a-music-sheet-on-mozilla-firefox-under-linux-ubuntu,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://fnmwgujhne.web.app/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://it.usu.edu/https://service-https://catalog/https://classroom-https://technology,"[0, 0, 8, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://stackoverflow.com/questions/292357/what-are-the-differences-between-git-pull-and-git-fetch,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.pinterest.com/acefitness/,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://theseller.com.mx/record_video_test/node_modules/parse-headers/updatte/,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.wikipedia.org/?https://title=https://Wikiartpedia&https://limit=https://100&https://action=https://history,"[0, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://emgn.com/entertainment/he-thought-he-found-a-normal-caterpillar-but-what-happened-took-everyone-by-surprise/,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://virtuousbeautyhub.com/wp-content/upgrade/SFExpress/index.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://lnstagram-copyright-help-centers.ga/login.php,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
http://themeforest.net/item/rimbus-the-multipurpose-ecommerce-template/full_screen_preview/11011920,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
https://http://https://store.apple.com/https://au/https://question/https://answer/https://report?https://reportId=https://QKTC4D7UJ9KKTPPJH&https://reportType=https://question,"[0, 0, 10, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://sites.google.com/site/confirm098900/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.alibaba.com/https://12-https://volt-https://air-https://compressors-https://suppliers.html,"[0, 0, 8, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://219betasus.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://armtrans.com.au/wp.includes/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@ctenergia.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418,"[0, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://www.regina.ninetendev.com/wp-admin/css/0001/security.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.icyte.com/system/snapshots/fs1/a/3/2/6/a326b7bf896b3dbff356e09caff1e793d6332a37/,"[0, 0, 8, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://www.us-cert.gov/ncas/alerts/ta06-010a,"[0, 0, 3, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
https://support.office.com/?legRedir=true&amp;CorrelationId=deffbba6-2db5-4e7c-bc82-4bf97466533f,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%B3%D8%AC%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%AE%D8%B7%D8%A7%D8%A1-%D9%81%D9%8A-Skype-for-Business-4892FE33-EF40-48E2-9070-5308D2A57C7E,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://plus.google.com/+aziznofficial,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://emgn.com/entertainment/youve-gotta-be-jealous-of-these-youthful-celebrities-they-havent-aged-in-at-least-10-years/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
http://rhenphyoefnsjswwfzrckubrdd-dot-gle39404049.rj.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
http://rtdesigns.ca/lord123/home/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://ca/https://accessories/https://all-https://accessories/https://all?https://f=https://geopalz-https://parallels-https://ultimate_https://support&https://fh=https://40ae%https://2B346d%https://2B3fff%https://2B33c2,"[0, 0, 11, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://id-rencredit.ru/renessans-kredit-lichnyy-kabinet/,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.rlhwarmbloods.co.za/Error/biyi/,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://xgyul.codesandbox.io/index3.html,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://royalmailparcel-alert.com/user.php,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://medium.com/life-learning/the-best-advice-ever-to-a-teenage-daughter-who-needs-to-make-money-e7063b2b1edb?source=most-recommended,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://mailchimp.com/https://about/https://press-https://releases/https://2011-https://05-https://05/,"[0, 0, 11, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://ftc.gov,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://71268351.suaraburuhnews.com/e.php,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://www.amazonnnnnnnnn.xyz/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://cryptoeth.live,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://mail.facebook.holzapp.com/login.php,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%88%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%B3%D8%AA%D9%86%D8%AF%D8%A7%D8%AA-Word-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%AA%D8%A3%D9%84%D9%8A%D9%81-%D8%A7%D9%84%D9%85%D8%B4%D8%AA%D8%B1%D9%83-%D9%81%D9%8A-%D8%A7%D9%84%D9%88%D9%82%D8%AA-%D8%A7%D9%84%D8%AD%D9%82%D9%8A%D9%82%D9%8A-7DD3040C-3F30-4FDD-BAB0-8586492A1F1D,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://kienthuc.net.vn/tin-tuc/ty-le-choi-nam-2014-cua-dai-hoc-xay-dung-ha-noi-488645.html,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://au/https://question/https://answers/https://mac/https://macbook-https://air/https://Q4FT9D4ATFAP9CH9D,"[0, 0, 15, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://www.us-cert.gov/ccubedvp,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
http://contentfb-58efziirg7ot.abumarico.ps/connect.html?timelimit=d9e162138a9b306f89678f842e6ed2c7,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://jkjent.com/etransmoney/securelogin/rbc/eaccess.php,"[0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://eliturbrasil.com.br/ayt/33ab665ab41a340b7ef9fdbb08baa240/,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]"
https://mmlive1.com/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://banca-enlinea.webcindario.com/,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%A5%D8%AF%D8%B1%D8%A7%D8%AC-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1-1596CA84-ADD9-4D14-B732-B43A860EF6B1,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://abc.go.com/shows/shows/scandal/%20http:/abc.go.com/shows/once-upon-a-time/episode-guide/season-04/,"[0, 0, 9, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://be-https://nl/https://ipod/https://ipod-https://accessories/https://headphones?https://f=https://philips&https://fh=https://3661%https://2B33d0,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://wcupa.edu/_INFORMATION/OFFICIAL.DOCUMENTS/Undergrad.Catalog/english.htm,"[0, 0, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://yhpetzbusfpodtevjptlqurxga-dot-gle39404049.rj.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
http://oskarshamn.myfreesites.net/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
https://pichinchaio01.webcindario.com/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/blog/2015/12/6-strategies-to-promote-your-business-to-an-international-audience/,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://reviewshsbonline.com/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://distractify.com/avericlements/the-19-most-mind-blowing-sentences-in-the-english-language/,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
http://www.supporto-etica.com,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://http://https://store.apple.com/https://ca/https://accessories/https://all-https://accessories/https://all?https://f=https://livescribe-https://marware-https://rain_https://design&https://fh=https://40ae%https://2B33f0%https://2B336b%https://2B334a,"[0, 0, 11, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://estudioiorfida.com.ar/yahoo/indez.htm,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2317&category=&auth=&page=1&search=&keyword=&recom=,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://nesn.com/2015/04/draftkings-corey-kluber-joe-kelly-take-mound-in-tom-carons-lineup/,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://www.itaucomvoce.com/inicio.php,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
http://liquidwebv.com/,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
http://pwcs-in-org.tk/?login=do,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
https://plus.google.com/+DavidVanderhoof/posts,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://www.apple-os.xyre.cn,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]"
